date,source,url,currency,title,generator_id,predicted_direction,predicted_magnitude,confidence,pair_context,reasoning
2026-02-26,,https://investinglive.com/news/beijing-uneasy-as-trumpxi-summit-preparations-lose-momentum-report-20260226/,CNY,Beijing uneasy as Trump–Xi summit preparations lose momentum - report,keyword-sentiment-v1.1,neutral,,0.3,,CNY mixed signals; markets consolidating
2026-02-26,,https://investinglive.com/news/china-two-sessions-2026-growth-target-fiscal-stance-and-15th-plan-signals-in-focus-20260226/,CNY,"China Two Sessions 2026: growth target, fiscal stance and 15th plan signals in focus",keyword-sentiment-v1.1,neutral,,0.3,,CNY mixed signals; markets consolidating
2026-02-26,,https://www.fxstreet.com/news/china-long-game-growth-strategy-standard-chartered-202602262128,CNY,China: Long-game growth strategy – Standard Chartered,keyword-sentiment-v1.1,neutral,,0.3,,CNY mixed signals; markets consolidating
2026-02-26,,https://finance.yahoo.com/news/u-just-took-giant-step-145900935.html,CNY,The U.S. Just Took a Giant Step in The Rare Earth Race With China,keyword-sentiment-v1.1,neutral,,0.3,,CNY mixed signals; markets consolidating
2026-02-26,,https://investinglive.com/news/beijing-uneasy-as-trumpxi-summit-preparations-lose-momentum-report-20260226/,CNY,Beijing uneasy as Trump–Xi summit preparations lose momentum - report,llm-sentiment-v1,bearish,medium,0.7,,"The article suggests that preparations for a summit between Trump and Xi are losing momentum, which could result in no significant announcements or outcomes. This uncertainty and potential lack of progress is likely to be seen as negative for the Chinese yuan (CNY)."
2026-02-26,,https://investinglive.com/news/china-two-sessions-2026-growth-target-fiscal-stance-and-15th-plan-signals-in-focus-20260226/,CNY,"China Two Sessions 2026: growth target, fiscal stance and 15th plan signals in focus",llm-sentiment-v1,neutral,,0.3,,API error: HTTP Error 529: <none>
2026-02-26,,https://www.fxstreet.com/news/china-long-game-growth-strategy-standard-chartered-202602262128,CNY,China: Long-game growth strategy – Standard Chartered,llm-sentiment-v1,bearish,medium,0.8,,"The article indicates that China is expected to set a slightly lower GDP growth target for 2026 compared to 2025, which suggests a potential economic slowdown and could be seen as bearish for the Chinese yuan."
2026-02-26,,https://finance.yahoo.com/news/u-just-took-giant-step-145900935.html,CNY,The U.S. Just Took a Giant Step in The Rare Earth Race With China,llm-sentiment-v1,bearish,medium,0.8,,"The article discusses the U.S. taking steps to compete with China in the rare earth market, which could be seen as a negative development for the Chinese yuan (CNY) as it suggests increased economic tensions between the U.S. and China."
2026-02-26,,https://investinglive.com/news/nvidia-shares-fall-nearly-5-and-risk-trades-roll-over-20260226/,USD,Nvidia shares fall nearly 5% and risk trades roll over,keyword-sentiment-v1.1,bearish,small,0.9,,USD showing weakness with 1 negative indicators
2026-02-26,,https://investinglive.com/news/canada-q4-current-account-deficit-071b-vs-771b-expected-20260226/,USD,Canada Q4 current account deficit $0.71B vs $7.71B expected,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-02-26,,https://www.fxstreet.com/news/usd-chf-price-forecast-rebounds-on-firm-usd-targets-07800-202602262005,USD,"USD/CHF Price Forecast: Rebounds on firm USD, targets 0.7800",keyword-sentiment-v1.1,bullish,medium,0.9,USD/CHF,USD/CHF: USD showing strength with 3 positive indicators
2026-02-26,,https://www.fxstreet.com/news/feds-goolsbee-i-want-us-to-be-careful-202602261958,USD,Fed’s Goolsbee: I want us to be careful,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-02-26,,https://www.fxstreet.com/news/silver-price-forecast-xag-usd-slides-amid-a-firm-us-dollar-202602261911,USD,Silver Price Forecast: XAG/USD slides amid a firm US Dollar,keyword-sentiment-v1.1,neutral,,0.3,XAG/USD,XAG/USD: Inverse signal for quote currency - USD mixed signals; markets consolidating
2026-02-26,,https://www.fxstreet.com/news/gold-holds-above-5-170-as-iran-tensions-offset-a-firm-usd-202602261832,USD,"Gold holds above $5,170 as Iran tensions offset a firm USD",keyword-sentiment-v1.1,bullish,small,0.9,,USD showing strength with 1 positive indicators
2026-02-26,,https://www.fxstreet.com/news/aud-usd-declines-on-usd-strength-hawkish-rba-outlook-sustains-202602261815,USD,"AUD/USD declines on USD strength, hawkish RBA outlook sustains",keyword-sentiment-v1.1,bullish,medium,0.9,AUD/USD,AUD/USD: Inverse signal for quote currency - USD showing weakness with 3 negative indicators
2026-02-26,,https://www.fxstreet.com/news/usd-jpy-retreats-after-two-day-rise-amid-us-labor-resilience-boj-rate-hike-hints-202602261657,USD,"USD/JPY retreats after two-day rise amid US labor resilience, BoJ rate hike hints",keyword-sentiment-v1.1,bullish,small,0.9,USD/JPY,USD/JPY: USD showing strength with 2 positive indicators
2026-02-26,,https://www.fxstreet.com/news/usd-jpy-watching-152-15950-range-break-scotiabank-202602261614,USD,USD/JPY: Watching 152–159.50 range break – Scotiabank,keyword-sentiment-v1.1,bullish,small,0.9,USD/JPY,USD/JPY: USD showing strength with 1 positive indicators
2026-02-26,,https://www.fxstreet.com/news/gbp-usd-slips-as-firm-us-jobless-claims-offsets-boe-cut-bets-202602261559,USD,GBP/USD slips as firm US jobless claims offset BoE cut bets,keyword-sentiment-v1.1,neutral,,0.3,GBP/USD,GBP/USD: Inverse signal for quote currency - USD mixed signals; markets consolidating
2026-02-26,,https://www.fxstreet.com/news/gold-holds-steady-as-us-iran-nuclear-talks-and-trade-tensions-shape-outlook-202602261201,USD,"Gold steadies as USD gains, geopolitical risks cap downside",keyword-sentiment-v1.1,bearish,medium,0.9,,USD showing weakness with 3 negative indicators
2026-02-26,,https://www.fxstreet.com/news/usd-cad-rises-toward-13700-as-us-dollar-trims-earlier-weakness-202602261524,USD,USD/CAD rises toward 1.3700 as US Dollar trims earlier weakness,keyword-sentiment-v1.1,bullish,small,0.9,USD/CAD,USD/CAD: USD showing strength with 2 positive indicators
2026-02-26,,https://www.fxstreet.com/news/us-midterms-fed-leadership-and-usd-risk-td-securities-202602261511,USD,"US: Midterms, Fed leadership and USD risk – TD Securities",keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-02-26,,https://www.fxstreet.com/news/feds-miran-the-fed-should-cut-a-percentage-point-this-year-202602261449,USD,Fed’s Miran: The Fed should cut a percentage point this year,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-02-26,,https://www.fxstreet.com/news/aud-usd-positive-aud-theme-despite-fading-risk-bny-202602261446,USD,AUD/USD: Positive AUD theme despite fading risk – BNY,keyword-sentiment-v1.1,bearish,small,0.9,AUD/USD,AUD/USD: Inverse signal for quote currency - USD showing strength with 1 positive indicators
2026-02-26,,https://www.fxstreet.com/news/usd-chf-rebounds-after-consecutive-losses-amid-us-labor-data-safe-haven-flows-202602261410,USD,"USD/CHF rebounds after consecutive losses amid US labor data, safe-haven flows",keyword-sentiment-v1.1,bullish,medium,0.9,USD/CHF,USD/CHF: USD showing strength with 4 positive indicators
2026-02-26,,https://www.fxstreet.com/news/fed-steady-policy-with-later-cuts-td-securities-202602261406,USD,Fed: Steady policy with later cuts – TD Securities,keyword-sentiment-v1.1,bullish,small,0.38,,USD showing strength with 1 positive indicators
2026-02-26,,https://www.marketwatch.com/story/private-credit-managers-are-betting-your-money-on-a-market-that-has-never-been-truly-stress-tested-b65546a6?mod=mw_rss_topstories,USD,"No Fed, no safety net: Why private credit’s first real recession will be its moment of truth",keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-02-26,,https://www.marketwatch.com/story/these-increasingly-popular-loans-can-save-you-thousands-of-dollars-in-interest-or-double-your-debt-heres-when-they-work-79649449?mod=mw_rss_topstories,USD,These increasingly popular loans can save you thousands of dollars in interest — or double your debt. Here’s when they work.,keyword-sentiment-v1.1,bearish,small,0.9,,USD showing weakness with 1 negative indicators
2026-02-26,,https://finance.yahoo.com/news/dollar-slips-yuan-strength-us-153103527.html,USD,Dollar Slips on Yuan Strength and US Trade Uncertainty,keyword-sentiment-v1.1,bearish,small,0.9,,USD showing weakness with 1 negative indicators
2026-02-26,,https://www.thehindubusinessline.com/money-and-banking/yes-bank-flags-028-million-forex-card-fraud-in-latin-america/article70677098.ece,USD,Yes Bank flags $0.28 million forex card fraud in Latin America,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-02-26,,https://www.thehindubusinessline.com/markets/forex/rupee-settles-1-paisa-lower-at-9096-against-us-dollar/article70675222.ece,USD,Rupee settles 1 paisa lower at 90.96 against US dollar,keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-02-26,,https://www.livemint.com/companies/news/bookmyforex-yes-bank-prepaid-forex-cards-11771995565127.html,USD,"BookMyForex denies data leak claims, says customer funds are safe",keyword-sentiment-v1.1,neutral,,0.3,,USD mixed signals; markets consolidating
2026-02-26,,http://www.newsbtc.com/analysis/solana-sol-recovery-shows-strength-82/,USD,Solana (SOL) Recovery Shows Strength After Breaking Initial Resistance Level,keyword-sentiment-v1.1,bullish,small,0.9,,USD showing strength with 2 positive indicators
2026-02-26,,https://www.thehindubusinessline.com/markets/forex/rupee-rises-6-paise-to-9089-against-us-dollar-in-early-trade/article70674147.ece,USD,Rupee rises 6 paise to 90.89 against US dollar in early trade,keyword-sentiment-v1.1,bullish,medium,0.9,,USD showing strength with 3 positive indicators
2026-02-26,,https://investinglive.com/news/nvidia-shares-fall-nearly-5-and-risk-trades-roll-over-20260226/,USD,Nvidia shares fall nearly 5% and risk trades roll over,llm-sentiment-v1,bearish,small,0.7,,"The article mentions that the drop in Nvidia shares is spreading to the broader market, including the FX market, with AUD/USD falling 20 pips. This suggests a risk-off sentiment, which is generally bearish for the US dollar."
2026-02-26,,https://investinglive.com/news/canada-q4-current-account-deficit-071b-vs-771b-expected-20260226/,USD,Canada Q4 current account deficit $0.71B vs $7.71B expected,llm-sentiment-v1,bearish,medium,0.7,,"The article mentions a current account deficit in Canada, which is negative for the Canadian dollar and by extension, bullish for the US dollar. Additionally, the trade in goods and services balance posted a deficit, further indicating economic weakness in Canada, which is bearish for the Canadian dollar."
2026-02-26,,https://www.fxstreet.com/news/usd-chf-price-forecast-rebounds-on-firm-usd-targets-07800-202602262005,USD,"USD/CHF Price Forecast: Rebounds on firm USD, targets 0.7800",llm-sentiment-v1,bullish,medium,0.8,USD/CHF,"USD/CHF: The article indicates that the USD/CHF pair is recovering and rising, suggesting a bullish sentiment for the US dollar. The article mentions the USD is appreciating and bouncing off daily lows, which points to strength in the US dollar."
2026-02-26,,https://www.fxstreet.com/news/feds-goolsbee-i-want-us-to-be-careful-202602261958,USD,Fed’s Goolsbee: I want us to be careful,llm-sentiment-v1,bearish,medium,0.7,,"The article suggests the Fed wants to be 'careful' in its approach to interest rates, implying a dovish stance that could be negative for the US dollar. The comments about not wanting to 'front-load' rate hikes before inflation eases also point to a more cautious, less hawkish policy outlook."
2026-02-26,,https://www.fxstreet.com/news/silver-price-forecast-xag-usd-slides-amid-a-firm-us-dollar-202602261911,USD,Silver Price Forecast: XAG/USD slides amid a firm US Dollar,llm-sentiment-v1,bearish,medium,0.8,XAG/USD,"XAG/USD: Inverse signal for quote currency - The article mentions that the US Dollar is recovering some ground and rising, which is a positive sign for the US Dollar. Additionally, stronger-than-expected US jobs data is keeping the silver price pressured, further indicating strength in the US Dollar."
2026-02-26,,https://www.fxstreet.com/news/gold-holds-above-5-170-as-iran-tensions-offset-a-firm-usd-202602261832,USD,"Gold holds above $5,170 as Iran tensions offset a firm USD",llm-sentiment-v1,neutral,small,0.7,,"The article discusses factors that are offsetting each other, with geopolitical tensions supporting gold prices but solid US data keeping bullion prices contained. This suggests a neutral sentiment for the US dollar, with a small expected impact."
2026-02-26,,https://www.fxstreet.com/news/aud-usd-declines-on-usd-strength-hawkish-rba-outlook-sustains-202602261815,USD,"AUD/USD declines on USD strength, hawkish RBA outlook sustains",llm-sentiment-v1,bearish,medium,0.8,AUD/USD,"AUD/USD: Inverse signal for quote currency - The article mentions that the US Dollar (USD) is showing broad-based strength, which is weighing on the Australian Dollar (AUD). Additionally, the article notes a hawkish outlook from the Reserve Bank of Australia (RBA), which suggests a bullish sentiment for the USD."
2026-02-26,,https://www.fxstreet.com/news/usd-jpy-retreats-after-two-day-rise-amid-us-labor-resilience-boj-rate-hike-hints-202602261657,USD,"USD/JPY retreats after two-day rise amid US labor resilience, BoJ rate hike hints",llm-sentiment-v1,bearish,small,0.7,USD/JPY,"USD/JPY: The article mentions that the USD/JPY pair is retreating after two days of gains, indicating a bearish sentiment for the USD. The article also notes hints of a rate hike by the Bank of Japan, which could be seen as a dovish signal for the USD."
2026-02-26,,https://www.fxstreet.com/news/usd-jpy-watching-152-15950-range-break-scotiabank-202602261614,USD,USD/JPY: Watching 152–159.50 range break – Scotiabank,llm-sentiment-v1,bearish,small,0.7,USD/JPY,"USD/JPY: The article mentions modest Japanese Yen gains versus the US Dollar, indicating a slight weakening of the USD. While the expected impact is small, the article suggests the USD is underperforming within the G10 currencies."
2026-02-26,,https://www.fxstreet.com/news/gbp-usd-slips-as-firm-us-jobless-claims-offsets-boe-cut-bets-202602261559,USD,GBP/USD slips as firm US jobless claims offset BoE cut bets,llm-sentiment-v1,bearish,medium,0.8,GBP/USD,"GBP/USD: Inverse signal for quote currency - The article indicates that the number of Americans applying for unemployment benefits was below estimates, suggesting economic resilience and strength in the US labor market. This is a positive indicator for the US dollar."
2026-02-26,,https://www.fxstreet.com/news/gold-holds-steady-as-us-iran-nuclear-talks-and-trade-tensions-shape-outlook-202602261201,USD,"Gold steadies as USD gains, geopolitical risks cap downside",llm-sentiment-v1,bullish,small,0.7,,"The article mentions that the US Dollar is gaining momentum, which is a bullish signal for the USD. However, the impact is expected to be small as the article also notes that gold remains confined within this week's trading range, suggesting limited directional movement."
2026-02-26,,https://www.fxstreet.com/news/usd-cad-rises-toward-13700-as-us-dollar-trims-earlier-weakness-202602261524,USD,USD/CAD rises toward 1.3700 as US Dollar trims earlier weakness,llm-sentiment-v1,bullish,medium,0.8,USD/CAD,"USD/CAD: The article mentions that the USD/CAD pair is rising towards 1.3700, indicating strength in the US Dollar against the Canadian Dollar. This suggests a bullish sentiment for the US Dollar."
2026-02-26,,https://www.fxstreet.com/news/us-midterms-fed-leadership-and-usd-risk-td-securities-202602261511,USD,"US: Midterms, Fed leadership and USD risk – TD Securities",llm-sentiment-v1,bearish,medium,0.8,,"The article suggests that US political dynamics, including the midterms and changes in Fed leadership, will shape the performance of the US dollar and emerging market currencies, which implies a bearish outlook for the US dollar."
2026-02-26,,https://www.fxstreet.com/news/feds-miran-the-fed-should-cut-a-percentage-point-this-year-202602261449,USD,Fed’s Miran: The Fed should cut a percentage point this year,llm-sentiment-v1,bearish,medium,0.8,,"The article suggests that Fed Governor Miran is advocating for a 1 percentage point cut in interest rates this year, which indicates a dovish stance from the Fed. This is generally bearish for the US dollar as it signals a potential easing of monetary policy."
2026-02-26,,https://www.fxstreet.com/news/aud-usd-positive-aud-theme-despite-fading-risk-bny-202602261446,USD,AUD/USD: Positive AUD theme despite fading risk – BNY,llm-sentiment-v1,bullish,medium,0.7,AUD/USD,"AUD/USD: Inverse signal for quote currency - The article suggests that the AUD/USD pair is seeing positive momentum for the AUD, which implies a bearish sentiment for the USD. While the article mentions that the AUD has seen net buying, the inflows have been light and positioning less stretched compared to other currencies, indicating a moderate bearish impact on the USD."
2026-02-26,,https://www.fxstreet.com/news/usd-chf-rebounds-after-consecutive-losses-amid-us-labor-data-safe-haven-flows-202602261410,USD,"USD/CHF rebounds after consecutive losses amid US labor data, safe-haven flows",llm-sentiment-v1,bullish,small,0.7,USD/CHF,"USD/CHF: The article mentions that the USD/CHF pair is rebounding and supported by a modest rebound in the US Dollar, indicating a slightly positive sentiment for the USD."
2026-02-26,,https://www.fxstreet.com/news/fed-steady-policy-with-later-cuts-td-securities-202602261406,USD,Fed: Steady policy with later cuts – TD Securities,llm-sentiment-v1,neutral,small,0.7,,"The article suggests that the Federal Reserve is likely to maintain a steady policy in the near term, with potential for later interest rate cuts. This implies a neutral sentiment for the US dollar, as the Fed is not expected to make any immediate changes to its monetary policy."
2026-02-26,,https://www.marketwatch.com/story/private-credit-managers-are-betting-your-money-on-a-market-that-has-never-been-truly-stress-tested-b65546a6?mod=mw_rss_topstories,USD,"No Fed, no safety net: Why private credit’s first real recession will be its moment of truth",llm-sentiment-v1,bearish,medium,0.8,,"The article discusses the potential risks and challenges facing the private credit market, which could trigger a financial crisis. This suggests economic weakness, which would be bearish for the US dollar."
2026-02-26,,https://www.marketwatch.com/story/these-increasingly-popular-loans-can-save-you-thousands-of-dollars-in-interest-or-double-your-debt-heres-when-they-work-79649449?mod=mw_rss_topstories,USD,These increasingly popular loans can save you thousands of dollars in interest — or double your debt. Here’s when they work.,llm-sentiment-v1,neutral,null,0.7,,"The article discusses personal loans and debt consolidation, but does not mention anything directly related to the US dollar or the FX market. There are no clear bullish or bearish signals for the USD based on the information provided."
2026-02-26,,https://finance.yahoo.com/news/dollar-slips-yuan-strength-us-153103527.html,USD,Dollar Slips on Yuan Strength and US Trade Uncertainty,llm-sentiment-v1,bearish,medium,0.8,,"The article mentions the US dollar slipping against the Chinese yuan, which suggests weakness in the US dollar. Additionally, the article cites US trade uncertainty, which is a bearish factor for the US dollar."
2026-02-26,,https://www.thehindubusinessline.com/money-and-banking/yes-bank-flags-028-million-forex-card-fraud-in-latin-america/article70677098.ece,USD,Yes Bank flags $0.28 million forex card fraud in Latin America,llm-sentiment-v1,neutral,small,0.7,,"The article discusses a forex card fraud incident at Yes Bank in Latin America, which affected around 5,000 customers. While the bank's monitoring system successfully blocked unauthorized attempts, safeguarding $0.1 million, this appears to be an isolated incident and does not provide any broader insights about the USD."
2026-02-26,,https://www.thehindubusinessline.com/markets/forex/rupee-settles-1-paisa-lower-at-9096-against-us-dollar/article70675222.ece,USD,Rupee settles 1 paisa lower at 90.96 against US dollar,llm-sentiment-v1,bearish,small,0.7,,"The article mentions that the Indian rupee settled 1 paisa lower against the US dollar, indicating a slight weakening of the rupee relative to the USD. This suggests a bearish sentiment for the USD."
2026-02-26,,https://www.livemint.com/companies/news/bookmyforex-yes-bank-prepaid-forex-cards-11771995565127.html,USD,"BookMyForex denies data leak claims, says customer funds are safe",llm-sentiment-v1,neutral,small,0.7,,"The article discusses a potential data leak at a foreign exchange service provider, but does not provide any direct information about the US dollar or its outlook. The neutral sentiment is based on the lack of clear positive or negative implications for the USD."
2026-02-26,,http://www.newsbtc.com/analysis/solana-sol-recovery-shows-strength-82/,USD,Solana (SOL) Recovery Shows Strength After Breaking Initial Resistance Level,llm-sentiment-v1,neutral,null,0.5,,"The article is focused on the recovery of Solana (SOL) cryptocurrency and does not contain any information directly related to the US dollar or the FX market. Therefore, the sentiment for USD is neutral based on the given information."
2026-02-26,,https://www.thehindubusinessline.com/markets/forex/rupee-rises-6-paise-to-9089-against-us-dollar-in-early-trade/article70674147.ece,USD,Rupee rises 6 paise to 90.89 against US dollar in early trade,llm-sentiment-v1,bearish,small,0.8,,"The article mentions that the Indian rupee gained 6 paise against the US dollar, indicating a weakening of the US dollar. This suggests a bearish sentiment for the US dollar."
2026-02-26,,https://www.fxstreet.com/news/czech-republic-fiscal-stance-stays-only-slightly-looser-ing-202602261802,SEK,Czech Republic: Fiscal stance stays only slightly looser – ING,keyword-sentiment-v1.1,neutral,,0.3,,SEK mixed signals; markets consolidating
2026-02-26,,https://www.fxstreet.com/news/czech-republic-fiscal-stance-stays-only-slightly-looser-ing-202602261802,SEK,Czech Republic: Fiscal stance stays only slightly looser – ING,llm-sentiment-v1,neutral,small,0.7,,"The article discusses the fiscal policy in the Czech Republic, which is not directly related to the Swedish krona (SEK). There are no explicit mentions of the SEK or factors that would significantly impact the SEK, so the overall sentiment for the SEK is neutral with a small expected impact."
2026-02-26,,https://investinglive.com/news/investinglive-european-fx-news-wrap-oil-prices-drop-amid-ongoing-us-iran-talks-20260226/,EUR,investingLive European FX news wrap: Oil prices drop amid ongoing US-Iran talks,keyword-sentiment-v1.1,bullish,medium,0.75,,EUR showing strength with 3 positive indicators
2026-02-26,,https://investinglive.com/news/eurozone-february-final-consumer-confidence-122-vs-122-prelim-20260226/,EUR,Eurozone February final consumer confidence -12.2 vs -12.2 prelim,keyword-sentiment-v1.1,bearish,small,0.9,,EUR showing weakness with 1 negative indicators
2026-02-26,,https://investinglive.com/news/what-are-the-main-events-for-today-20260226/,EUR,What are the main events for today?,keyword-sentiment-v1.1,neutral,,0.3,,EUR mixed signals; markets consolidating
2026-02-26,,https://www.fxstreet.com/news/lng-oil-indexed-contracts-transmit-iran-shock-rabobank-202602261631,EUR, LNG: Oil-indexed contracts transmit Iran shock – Rabobank,keyword-sentiment-v1.1,bullish,small,0.9,,EUR showing strength with 1 positive indicators
2026-02-26,,https://www.fxstreet.com/news/eur-usd-declines-as-us-dollar-strengthens-on-fed-rate-cut-outlook-weak-euro-data-202602261625,EUR,"EUR/USD declines as US Dollar strengthens on Fed rate-cut outlook, weak Euro data",keyword-sentiment-v1.1,neutral,,0.3,EUR/USD,EUR/USD: EUR mixed signals; markets consolidating
2026-02-26,,https://www.fxstreet.com/news/eurozone-financial-impulse-points-to-solid-growth-commerzbank-202602261431,EUR,Eurozone: Financial impulse points to solid growth – Commerzbank,keyword-sentiment-v1.1,bullish,small,0.9,,EUR showing strength with 1 positive indicators
2026-02-26,,https://investinglive.com/news/investinglive-european-fx-news-wrap-oil-prices-drop-amid-ongoing-us-iran-talks-20260226/,EUR,investingLive European FX news wrap: Oil prices drop amid ongoing US-Iran talks,llm-sentiment-v1,neutral,small,0.7,,"The article does not contain any clear bullish or bearish signals for the EUR. It discusses broader market conditions, such as oil prices and US-Iran talks, which do not have a direct impact on the EUR. The only mention of the Eurozone is the final consumer confidence figure, which is in line with the preliminary reading and does not indicate a significant change in sentiment."
2026-02-26,,https://investinglive.com/news/eurozone-february-final-consumer-confidence-122-vs-122-prelim-20260226/,EUR,Eurozone February final consumer confidence -12.2 vs -12.2 prelim,llm-sentiment-v1,bearish,medium,0.8,,"The article reports a decline in Eurozone economic sentiment indicators, including a drop in consumer confidence, industrial confidence, and services confidence. This suggests economic weakness in the Eurozone, which is generally bearish for the EUR."
2026-02-26,,https://investinglive.com/news/what-are-the-main-events-for-today-20260226/,EUR,What are the main events for today?,llm-sentiment-v1,bearish,medium,0.7,,"The article suggests that the focus will be on the US-Iran nuclear talks, which are seen as unlikely to result in an agreement. This could lead to increased risk of military escalation, which would likely be negative for the EUR."
2026-02-26,,https://www.fxstreet.com/news/lng-oil-indexed-contracts-transmit-iran-shock-rabobank-202602261631,EUR, LNG: Oil-indexed contracts transmit Iran shock – Rabobank,llm-sentiment-v1,neutral,null,0.5,,"The article discusses the potential impact of disruptions to oil flows through the Strait of Hormuz on global LNG markets, particularly in Europe and Asia. However, it does not directly mention the euro or provide any information that would indicate a directional sentiment for the EUR currency."
2026-02-26,,https://www.fxstreet.com/news/eur-usd-declines-as-us-dollar-strengthens-on-fed-rate-cut-outlook-weak-euro-data-202602261625,EUR,"EUR/USD declines as US Dollar strengthens on Fed rate-cut outlook, weak Euro data",llm-sentiment-v1,bearish,medium,0.8,EUR/USD,"EUR/USD: The article indicates that the EUR/USD pair is declining as the US Dollar strengthens on the outlook for a Fed rate cut and weak Euro data, which suggests a bearish sentiment for the EUR."
2026-02-26,,https://www.fxstreet.com/news/eurozone-financial-impulse-points-to-solid-growth-commerzbank-202602261431,EUR,Eurozone: Financial impulse points to solid growth – Commerzbank,llm-sentiment-v1,bullish,medium,0.8,,"The article discusses a new financial impulse indicator from Commerzbank that signals solid growth in the Eurozone, which is a positive sign for the EUR."
2026-02-26,,https://investinglive.com/news/australia-q4-capex-beats-expectations-as-renewable-investment-lifts-outlook-20260226/,AUD,Australia Q4 capex beats expectations as renewable investment lifts outlook,keyword-sentiment-v1.1,bullish,small,0.9,,AUD showing strength with 1 positive indicators
2026-02-26,,https://investinglive.com/news/australian-q4-2025-business-capex-has-fallen-from-q3-but-has-beaten-expectations-20260226/,AUD,Australian Q4 2025 business capex has fallen from Q3 but has beaten expectations,keyword-sentiment-v1.1,neutral,,0.3,,AUD mixed signals; markets consolidating
