date,base_currency,quote_currency,rate
2026-02-25,EUR,JPY,183.375762
2026-02-25,EUR,CHF,0.911338
2026-02-25,EUR,AUD,1.663477
2026-02-25,EUR,CAD,1.613875
2026-02-25,EUR,NOK,11.255194
2026-02-25,EUR,SEK,10.643856
2026-02-25,EUR,CNY,8.10028
2026-02-25,EUR,MXN,20.243625
2026-02-25,USD,EUR,0.848386
2026-02-25,USD,USD,1.0
2026-02-25,USD,GBP,0.740077
2026-02-25,USD,JPY,155.573408
2026-02-25,USD,CHF,0.773166
2026-02-25,USD,AUD,1.41127
2026-02-25,USD,CAD,1.369189
2026-02-25,USD,NOK,9.548748
2026-02-25,USD,SEK,9.030097
2026-02-25,USD,CNY,6.872163
2026-02-25,USD,MXN,17.174405
2026-02-25,GBP,EUR,1.146348
2026-02-25,GBP,USD,1.351211
2026-02-25,GBP,GBP,1.0
2026-02-25,GBP,JPY,210.212453
2026-02-25,GBP,CHF,1.04471
2026-02-25,GBP,AUD,1.906923
2026-02-25,GBP,CAD,1.850063
2026-02-25,GBP,NOK,12.90237
2026-02-25,GBP,SEK,12.201563
2026-02-25,GBP,CNY,9.285741
2026-02-25,GBP,MXN,23.20624
2026-02-25,JPY,EUR,0.005453
2026-02-25,JPY,USD,0.006428
2026-02-25,JPY,GBP,0.004757
2026-02-25,JPY,JPY,1.0
2026-02-25,JPY,CHF,0.00497
2026-02-25,JPY,AUD,0.009071
2026-02-25,JPY,CAD,0.008801
2026-02-25,JPY,NOK,0.061378
2026-02-25,JPY,SEK,0.058044
2026-02-25,JPY,CNY,0.044173
2026-02-25,JPY,MXN,0.110394
2026-02-25,CHF,EUR,1.097288
2026-02-25,CHF,USD,1.293383
2026-02-25,CHF,GBP,0.957203
2026-02-25,CHF,JPY,201.216077
2026-02-25,CHF,CHF,1.0
2026-02-25,CHF,AUD,1.825314
2026-02-25,CHF,CAD,1.770886
2026-02-25,CHF,NOK,12.350193
2026-02-25,CHF,SEK,11.679378
2026-02-25,CHF,CNY,8.888343
2026-02-25,CHF,MXN,22.213092
2026-02-25,AUD,EUR,0.601151
2026-02-25,AUD,USD,0.708582
2026-02-25,AUD,GBP,0.524405
2026-02-25,AUD,JPY,110.236446
2026-02-25,AUD,CHF,0.547851
2026-02-25,AUD,AUD,1.0
2026-02-25,AUD,CAD,0.970182
2026-02-25,AUD,NOK,6.766066
2026-02-25,AUD,SEK,6.39856
2026-02-25,AUD,CNY,4.869488
2026-02-25,AUD,MXN,12.169467
2026-02-25,CAD,EUR,0.619627
2026-02-25,CAD,USD,0.730359
2026-02-25,CAD,GBP,0.540522
2026-02-25,CAD,JPY,113.624495
2026-02-25,CAD,CHF,0.564689
2026-02-25,CAD,AUD,1.030734
2026-02-25,CAD,CAD,1.0
2026-02-25,CAD,NOK,6.974017
2026-02-25,CAD,SEK,6.595216
2026-02-25,CAD,CNY,5.019149
2026-02-25,CAD,MXN,12.543488
2026-02-25,NOK,EUR,0.088848
2026-02-25,NOK,USD,0.104726
2026-02-25,NOK,GBP,0.077505
2026-02-25,NOK,JPY,16.292546
2026-02-25,NOK,CHF,0.08097
2026-02-25,NOK,AUD,0.147796
2026-02-25,NOK,CAD,0.143389
2026-02-25,NOK,NOK,1.0
2026-02-25,NOK,SEK,0.945684
2026-02-25,NOK,CNY,0.719693
2026-02-25,NOK,MXN,1.798603
2026-02-25,SEK,EUR,0.093951
2026-02-25,SEK,USD,0.110741
2026-02-25,SEK,GBP,0.081957
2026-02-25,SEK,JPY,17.228321
2026-02-25,SEK,CHF,0.085621
2026-02-25,SEK,AUD,0.156285
2026-02-25,SEK,CAD,0.151625
2026-02-25,SEK,NOK,1.057436
2026-02-25,SEK,SEK,1.0
2026-02-25,SEK,CNY,0.761029
2026-02-25,SEK,MXN,1.901907
2026-02-25,CNY,EUR,0.123453
2026-02-25,CNY,USD,0.145515
2026-02-25,CNY,GBP,0.107692
2026-02-25,CNY,JPY,22.6382
2026-02-25,CNY,CHF,0.112507
2026-02-25,CNY,AUD,0.20536
2026-02-25,CNY,CAD,0.199237
2026-02-25,CNY,NOK,1.389482
2026-02-25,CNY,SEK,1.314011
2026-02-25,CNY,CNY,1.0
2026-02-25,CNY,MXN,2.499126
2026-02-25,MXN,EUR,0.049398
2026-02-25,MXN,USD,0.058226
2026-02-25,MXN,GBP,0.043092
2026-02-25,MXN,JPY,9.058445
2026-02-25,MXN,CHF,0.045018
2026-02-25,MXN,AUD,0.082173
2026-02-25,MXN,CAD,0.079723
2026-02-25,MXN,NOK,0.555987
2026-02-25,MXN,SEK,0.525788
2026-02-25,MXN,CNY,0.40014
2026-02-25,MXN,MXN,1.0
2026-02-26,EUR,EUR,1.0
2026-02-26,EUR,USD,1.181953
2026-02-26,EUR,GBP,0.871527
2026-02-26,EUR,JPY,184.292788
2026-02-26,EUR,CHF,0.912062
2026-02-26,EUR,AUD,1.659981
2026-02-26,EUR,CAD,1.615515
2026-02-26,EUR,NOK,11.280501
2026-02-26,EUR,SEK,10.661484
2026-02-26,EUR,CNY,8.091094
2026-02-26,EUR,MXN,20.297684
2026-02-26,USD,EUR,0.846058
2026-02-26,USD,USD,1.0
2026-02-26,USD,GBP,0.737362
2026-02-26,USD,JPY,155.922324
2026-02-26,USD,CHF,0.771657
2026-02-26,USD,AUD,1.40444
2026-02-26,USD,CAD,1.366819
2026-02-26,USD,NOK,9.543954
2026-02-26,USD,SEK,9.02023
2026-02-26,USD,CNY,6.845532
2026-02-26,USD,MXN,17.173011
2026-02-26,GBP,EUR,1.147412
2026-02-26,GBP,USD,1.356186
2026-02-26,GBP,GBP,1.0
2026-02-26,GBP,JPY,211.459738
2026-02-26,GBP,CHF,1.04651
2026-02-26,GBP,AUD,1.904682
2026-02-26,GBP,CAD,1.853661
2026-02-26,GBP,NOK,12.943381
2026-02-26,GBP,SEK,12.233114
2026-02-26,GBP,CNY,9.283817
2026-02-26,GBP,MXN,23.289804
2026-02-26,JPY,EUR,0.005426
2026-02-26,JPY,USD,0.006413
2026-02-26,JPY,GBP,0.004729
2026-02-26,JPY,JPY,1.0
2026-02-26,JPY,CHF,0.004949
2026-02-26,JPY,AUD,0.009007
2026-02-26,JPY,CAD,0.008766
2026-02-26,JPY,NOK,0.06121
2026-02-26,JPY,SEK,0.057851
2026-02-26,JPY,CNY,0.043903
2026-02-26,JPY,MXN,0.110138
2026-02-26,CHF,EUR,1.096417
2026-02-26,CHF,USD,1.295913
2026-02-26,CHF,GBP,0.955557
2026-02-26,CHF,JPY,202.061789
2026-02-26,CHF,CHF,1.0
2026-02-26,CHF,AUD,1.820032
2026-02-26,CHF,CAD,1.771278
2026-02-26,CHF,NOK,12.368135
2026-02-26,CHF,SEK,11.689435
2026-02-26,CHF,CNY,8.871215
2026-02-26,CHF,MXN,22.254731
2026-02-26,AUD,EUR,0.602416
2026-02-26,AUD,USD,0.712028
2026-02-26,AUD,GBP,0.525022
2026-02-26,AUD,JPY,111.021005
2026-02-26,AUD,CHF,0.549441
2026-02-26,AUD,AUD,1.0
2026-02-26,AUD,CAD,0.973213
2026-02-26,AUD,NOK,6.795559
2026-02-26,AUD,SEK,6.422653
2026-02-26,AUD,CNY,4.874208
2026-02-26,AUD,MXN,12.227659
2026-02-26,CAD,EUR,0.618998
2026-02-26,CAD,USD,0.731626
2026-02-26,CAD,GBP,0.539473
2026-02-26,CAD,JPY,114.07681
2026-02-26,CAD,CHF,0.564564
2026-02-26,CAD,AUD,1.027525
2026-02-26,CAD,CAD,1.0
2026-02-26,CAD,NOK,6.982604
2026-02-26,CAD,SEK,6.599434
2026-02-26,CAD,CNY,5.008368
2026-02-26,CAD,MXN,12.56422
2026-02-26,NOK,EUR,0.088649
2026-02-26,NOK,USD,0.104778
2026-02-26,NOK,GBP,0.07726
2026-02-26,NOK,JPY,16.337288
2026-02-26,NOK,CHF,0.080853
2026-02-26,NOK,AUD,0.147155
2026-02-26,NOK,CAD,0.143213
2026-02-26,NOK,NOK,1.0
2026-02-26,NOK,SEK,0.945125
2026-02-26,NOK,CNY,0.717264
2026-02-26,NOK,MXN,1.79936
2026-02-26,SEK,EUR,0.093796
2026-02-26,SEK,USD,0.110862
2026-02-26,SEK,GBP,0.081745
2026-02-26,SEK,JPY,17.285847
2026-02-26,SEK,CHF,0.085547
2026-02-26,SEK,AUD,0.155699
2026-02-26,SEK,CAD,0.151528
2026-02-26,SEK,NOK,1.058061
2026-02-26,SEK,SEK,1.0
2026-02-26,SEK,CNY,0.758909
2026-02-26,SEK,MXN,1.903833
2026-02-26,CNY,EUR,0.123593
2026-02-26,CNY,USD,0.146081
2026-02-26,CNY,GBP,0.107714
2026-02-26,CNY,JPY,22.777241
2026-02-26,CNY,CHF,0.112724
2026-02-26,CNY,AUD,0.205162
2026-02-26,CNY,CAD,0.199666
2026-02-26,CNY,NOK,1.394187
2026-02-26,CNY,SEK,1.317681
2026-02-26,CNY,CNY,1.0
2026-02-26,CNY,MXN,2.508645
2026-02-26,MXN,EUR,0.049267
2026-02-26,MXN,USD,0.058231
2026-02-26,MXN,GBP,0.042937
2026-02-26,MXN,JPY,9.079498
2026-02-26,MXN,CHF,0.044934
2026-02-26,MXN,AUD,0.081782
2026-02-26,MXN,CAD,0.079591
2026-02-26,MXN,NOK,0.555753
2026-02-26,MXN,SEK,0.525256
2026-02-26,MXN,CNY,0.398622
2026-02-26,MXN,MXN,1.0
2026-02-27,EUR,EUR,1.0
2026-02-27,EUR,USD,1.179761
2026-02-27,EUR,GBP,0.874847
2026-02-27,EUR,JPY,183.823253
2026-02-27,EUR,CHF,0.91254
2026-02-27,EUR,AUD,1.65814
2026-02-27,EUR,CAD,1.613129
2026-02-27,EUR,NOK,11.272108
2026-02-27,EUR,SEK,10.68404
2026-02-27,EUR,CNY,8.092741
2026-02-27,EUR,MXN,20.286359
2026-02-27,USD,EUR,0.847629
2026-02-27,USD,USD,1.0
2026-02-27,USD,GBP,0.741546
2026-02-27,USD,JPY,155.813935
2026-02-27,USD,CHF,0.773495
2026-02-27,USD,AUD,1.405487
2026-02-27,USD,CAD,1.367335
2026-02-27,USD,NOK,9.554567
2026-02-27,USD,SEK,9.056103
2026-02-27,USD,CNY,6.859642
2026-02-27,USD,MXN,17.195308
2026-02-27,GBP,EUR,1.143057
2026-02-27,GBP,USD,1.348534
2026-02-27,GBP,GBP,1.0
2026-02-27,GBP,JPY,210.120405
2026-02-27,GBP,CHF,1.043085
2026-02-27,GBP,AUD,1.895348
2026-02-27,GBP,CAD,1.843898
2026-02-27,GBP,NOK,12.884659
2026-02-27,GBP,SEK,12.212464
2026-02-27,GBP,CNY,9.250462
2026-02-27,GBP,MXN,23.188459
2026-02-27,JPY,EUR,0.00544
2026-02-27,JPY,USD,0.006418
2026-02-27,JPY,GBP,0.004759
2026-02-27,JPY,JPY,1.0
2026-02-27,JPY,CHF,0.004964
2026-02-27,JPY,AUD,0.00902
2026-02-27,JPY,CAD,0.008775
2026-02-27,JPY,NOK,0.06132
2026-02-27,JPY,SEK,0.058121
2026-02-27,JPY,CNY,0.044025
2026-02-27,JPY,MXN,0.110358
2026-02-27,CHF,EUR,1.095843
2026-02-27,CHF,USD,1.292833
2026-02-27,CHF,GBP,0.958695
2026-02-27,CHF,JPY,201.441336
2026-02-27,CHF,CHF,1.0
2026-02-27,CHF,AUD,1.81706
2026-02-27,CHF,CAD,1.767736
2026-02-27,CHF,NOK,12.352455
2026-02-27,CHF,SEK,11.708026
2026-02-27,CHF,CNY,8.868369
2026-02-27,CHF,MXN,22.230655
2026-02-27,AUD,EUR,0.603086
2026-02-27,AUD,USD,0.711497
2026-02-27,AUD,GBP,0.527608
2026-02-27,AUD,JPY,110.861149
2026-02-27,AUD,CHF,0.55034
2026-02-27,AUD,AUD,1.0
2026-02-27,AUD,CAD,0.972855
2026-02-27,AUD,NOK,6.798046
2026-02-27,AUD,SEK,6.44339
2026-02-27,AUD,CNY,4.880615
2026-02-27,AUD,MXN,12.23441
2026-02-27,CAD,EUR,0.619913
2026-02-27,CAD,USD,0.731349
2026-02-27,CAD,GBP,0.542329
2026-02-27,CAD,JPY,113.954443
2026-02-27,CAD,CHF,0.565695
2026-02-27,CAD,AUD,1.027902
2026-02-27,CAD,CAD,1.0
2026-02-27,CAD,NOK,6.987727
2026-02-27,CAD,SEK,6.623177
2026-02-27,CAD,CNY,5.016796
2026-02-27,CAD,MXN,12.57578
2026-02-27,NOK,EUR,0.088715
2026-02-27,NOK,USD,0.104662
2026-02-27,NOK,GBP,0.077612
2026-02-27,NOK,JPY,16.307797
2026-02-27,NOK,CHF,0.080956
2026-02-27,NOK,AUD,0.147101
2026-02-27,NOK,CAD,0.143108
2026-02-27,NOK,NOK,1.0
2026-02-27,NOK,SEK,0.94783
2026-02-27,NOK,CNY,0.717944
2026-02-27,NOK,MXN,1.799695
2026-02-27,SEK,EUR,0.093598
2026-02-27,SEK,USD,0.110423
2026-02-27,SEK,GBP,0.081884
2026-02-27,SEK,JPY,17.205406
2026-02-27,SEK,CHF,0.085411
2026-02-27,SEK,AUD,0.155198
2026-02-27,SEK,CAD,0.150985
2026-02-27,SEK,NOK,1.055042
2026-02-27,SEK,SEK,1.0
2026-02-27,SEK,CNY,0.757461
2026-02-27,SEK,MXN,1.898754
2026-02-27,CNY,EUR,0.123568
2026-02-27,CNY,USD,0.14578
2026-02-27,CNY,GBP,0.108103
2026-02-27,CNY,JPY,22.714586
2026-02-27,CNY,CHF,0.11276
2026-02-27,CNY,AUD,0.204892
2026-02-27,CNY,CAD,0.19933
2026-02-27,CNY,NOK,1.392867
2026-02-27,CNY,SEK,1.320201
2026-02-27,CNY,CNY,1.0
2026-02-27,CNY,MXN,2.506735
2026-02-27,MXN,EUR,0.049294
2026-02-27,MXN,USD,0.058155
2026-02-27,MXN,GBP,0.043125
2026-02-27,MXN,JPY,9.061422
2026-02-27,MXN,CHF,0.044983
2026-02-27,MXN,AUD,0.081737
2026-02-27,MXN,CAD,0.079518
2026-02-27,MXN,NOK,0.55565
2026-02-27,MXN,SEK,0.526661
2026-02-27,MXN,CNY,0.398925
2026-02-27,MXN,MXN,1.0
2026-02-28,EUR,EUR,1.0
2026-02-28,EUR,USD,1.180572
2026-02-28,EUR,GBP,0.875241
2026-02-28,EUR,JPY,184.231343
2026-02-28,EUR,CHF,0.908333
2026-02-28,EUR,AUD,1.657944
2026-02-28,EUR,CAD,1.610839
2026-02-28,EUR,NOK,11.228189
2026-02-28,EUR,SEK,10.661571
2026-02-28,EUR,CNY,8.096589
2026-02-28,EUR,MXN,20.329311
2026-02-28,USD,EUR,0.847047
2026-02-28,USD,USD,1.0
2026-02-28,USD,GBP,0.741371
2026-02-28,USD,JPY,156.052625
2026-02-28,USD,CHF,0.769401
2026-02-28,USD,AUD,1.404356
2026-02-28,USD,CAD,1.364456
2026-02-28,USD,NOK,9.510805
2026-02-28,USD,SEK,9.030853
2026-02-28,USD,CNY,6.858193
2026-02-28,USD,MXN,17.219884
2026-02-28,GBP,EUR,1.142542
2026-02-28,GBP,USD,1.348853
2026-02-28,GBP,GBP,1.0
2026-02-28,GBP,JPY,210.492056
2026-02-28,GBP,CHF,1.037809
2026-02-28,GBP,AUD,1.89427
2026-02-28,GBP,CAD,1.840451
2026-02-28,GBP,NOK,12.828678
2026-02-28,GBP,SEK,12.181293
2026-02-28,GBP,CNY,9.250694
2026-02-28,GBP,MXN,23.227093
2026-02-28,JPY,EUR,0.005428
2026-02-28,JPY,USD,0.006408
2026-02-28,JPY,GBP,0.004751
2026-02-28,JPY,JPY,1.0
2026-02-28,JPY,CHF,0.00493
2026-02-28,JPY,AUD,0.008999
2026-02-28,JPY,CAD,0.008744
2026-02-28,JPY,NOK,0.060946
2026-02-28,JPY,SEK,0.057871
2026-02-28,JPY,CNY,0.043948
2026-02-28,JPY,MXN,0.110347
2026-02-28,CHF,EUR,1.100917
2026-02-28,CHF,USD,1.299712
2026-02-28,CHF,GBP,0.963568
2026-02-28,CHF,JPY,202.823482
2026-02-28,CHF,CHF,1.0
2026-02-28,CHF,AUD,1.825259
2026-02-28,CHF,CAD,1.7734
2026-02-28,CHF,NOK,12.361308
2026-02-28,CHF,SEK,11.737509
2026-02-28,CHF,CNY,8.913676
2026-02-28,CHF,MXN,22.380891
2026-02-28,AUD,EUR,0.603157
2026-02-28,AUD,USD,0.71207
2026-02-28,AUD,GBP,0.527908
2026-02-28,AUD,JPY,111.120393
2026-02-28,AUD,CHF,0.547867
2026-02-28,AUD,AUD,1.0
2026-02-28,AUD,CAD,0.971588
2026-02-28,AUD,NOK,6.772359
2026-02-28,AUD,SEK,6.4306
2026-02-28,AUD,CNY,4.883513
2026-02-28,AUD,MXN,12.261763
2026-02-28,CAD,EUR,0.620795
2026-02-28,CAD,USD,0.732893
2026-02-28,CAD,GBP,0.543345
2026-02-28,CAD,JPY,114.369832
2026-02-28,CAD,CHF,0.563889
2026-02-28,CAD,AUD,1.029243
2026-02-28,CAD,CAD,1.0
2026-02-28,CAD,NOK,6.970399
2026-02-28,CAD,SEK,6.618646
2026-02-28,CAD,CNY,5.026319
2026-02-28,CAD,MXN,12.620327
2026-02-28,NOK,EUR,0.089062
2026-02-28,NOK,USD,0.105144
2026-02-28,NOK,GBP,0.07795
2026-02-28,NOK,JPY,16.407931
2026-02-28,NOK,CHF,0.080898
2026-02-28,NOK,AUD,0.147659
2026-02-28,NOK,CAD,0.143464
2026-02-28,NOK,NOK,1.0
2026-02-28,NOK,SEK,0.949536
2026-02-28,NOK,CNY,0.721095
2026-02-28,NOK,MXN,1.81056
2026-02-28,SEK,EUR,0.093795
2026-02-28,SEK,USD,0.110732
2026-02-28,SEK,GBP,0.082093
2026-02-28,SEK,JPY,17.279943
2026-02-28,SEK,CHF,0.085197
2026-02-28,SEK,AUD,0.155506
2026-02-28,SEK,CAD,0.151088
2026-02-28,SEK,NOK,1.053146
2026-02-28,SEK,SEK,1.0
2026-02-28,SEK,CNY,0.759418
2026-02-28,SEK,MXN,1.906784
2026-02-28,CNY,EUR,0.123509
2026-02-28,CNY,USD,0.145811
2026-02-28,CNY,GBP,0.1081
2026-02-28,CNY,JPY,22.754191
2026-02-28,CNY,CHF,0.112187
2026-02-28,CNY,AUD,0.204771
2026-02-28,CNY,CAD,0.198953
2026-02-28,CNY,NOK,1.38678
2026-02-28,CNY,SEK,1.316798
2026-02-28,CNY,CNY,1.0
2026-02-28,CNY,MXN,2.510849
2026-02-28,MXN,EUR,0.04919
2026-02-28,MXN,USD,0.058072
2026-02-28,MXN,GBP,0.043053
2026-02-28,MXN,JPY,9.062351
2026-02-28,MXN,CHF,0.044681
2026-02-28,MXN,AUD,0.081554
2026-02-28,MXN,CAD,0.079237
2026-02-28,MXN,NOK,0.552315
2026-02-28,MXN,SEK,0.524443
2026-02-28,MXN,CNY,0.398272
2026-02-28,MXN,MXN,1.0
2026-03-01,EUR,EUR,1.0
2026-03-01,EUR,USD,1.180572
2026-03-01,EUR,GBP,0.875241
2026-03-01,EUR,JPY,184.231343
2026-03-01,EUR,CHF,0.908333
2026-03-01,EUR,AUD,1.657944
2026-03-01,EUR,CAD,1.610839
2026-03-01,EUR,NOK,11.228189
2026-03-01,EUR,SEK,10.661571
2026-03-01,EUR,CNY,8.096589
2026-03-01,EUR,MXN,20.329311
2026-03-01,USD,EUR,0.847047
2026-03-01,USD,USD,1.0
2026-03-01,USD,GBP,0.741371
2026-03-01,USD,JPY,156.052625
2026-03-01,USD,CHF,0.769401
2026-03-01,USD,AUD,1.404356
2026-03-01,USD,CAD,1.364456
2026-03-01,USD,NOK,9.510805
2026-03-01,USD,SEK,9.030853
2026-03-01,USD,CNY,6.858193
2026-03-01,USD,MXN,17.219884
2026-03-01,GBP,EUR,1.142542
2026-03-01,GBP,USD,1.348853
2026-03-01,GBP,GBP,1.0
2026-03-01,GBP,JPY,210.492056
2026-03-01,GBP,CHF,1.037809
2026-03-01,GBP,AUD,1.89427
2026-03-01,GBP,CAD,1.840451
2026-03-01,GBP,NOK,12.828678
2026-03-01,GBP,SEK,12.181293
2026-03-01,GBP,CNY,9.250694
2026-03-01,GBP,MXN,23.227093
2026-03-01,JPY,EUR,0.005428
2026-03-01,JPY,USD,0.006408
2026-03-01,JPY,GBP,0.004751
2026-03-01,JPY,JPY,1.0
2026-03-01,JPY,CHF,0.00493
2026-03-01,JPY,AUD,0.008999
2026-03-01,JPY,CAD,0.008744
2026-03-01,JPY,NOK,0.060946
2026-03-01,JPY,SEK,0.057871
2026-03-01,JPY,CNY,0.043948
2026-03-01,JPY,MXN,0.110347
2026-03-01,CHF,EUR,1.100917
2026-03-01,CHF,USD,1.299712
2026-03-01,CHF,GBP,0.963568
2026-03-01,CHF,JPY,202.823482
2026-03-01,CHF,CHF,1.0
2026-03-01,CHF,AUD,1.825259
2026-03-01,CHF,CAD,1.7734
2026-03-01,CHF,NOK,12.361308
2026-03-01,CHF,SEK,11.737509
2026-03-01,CHF,CNY,8.913676
2026-03-01,CHF,MXN,22.380891
2026-03-01,AUD,EUR,0.603157
2026-03-01,AUD,USD,0.71207
2026-03-01,AUD,GBP,0.527908
2026-03-01,AUD,JPY,111.120393
2026-03-01,AUD,CHF,0.547867
2026-03-01,AUD,AUD,1.0
2026-03-01,AUD,CAD,0.971588
2026-03-01,AUD,NOK,6.772359
2026-03-01,AUD,SEK,6.4306
2026-03-01,AUD,CNY,4.883513
2026-03-01,AUD,MXN,12.261763
2026-03-01,CAD,EUR,0.620795
2026-03-01,CAD,USD,0.732893
2026-03-01,CAD,GBP,0.543345
2026-03-01,CAD,JPY,114.369832
2026-03-01,CAD,CHF,0.563889
2026-03-01,CAD,AUD,1.029243
2026-03-01,CAD,CAD,1.0
2026-03-01,CAD,NOK,6.970399
2026-03-01,CAD,SEK,6.618646
2026-03-01,CAD,CNY,5.026319
2026-03-01,CAD,MXN,12.620327
2026-03-01,NOK,EUR,0.089062
2026-03-01,NOK,USD,0.105144
2026-03-01,NOK,GBP,0.07795
2026-03-01,NOK,JPY,16.407931
2026-03-01,NOK,CHF,0.080898
2026-03-01,NOK,AUD,0.147659
2026-03-01,NOK,CAD,0.143464
2026-03-01,NOK,NOK,1.0
2026-03-01,NOK,SEK,0.949536
2026-03-01,NOK,CNY,0.721095
2026-03-01,NOK,MXN,1.81056
2026-03-01,SEK,EUR,0.093795
2026-03-01,SEK,USD,0.110732
2026-03-01,SEK,GBP,0.082093
2026-03-01,SEK,JPY,17.279943
2026-03-01,SEK,CHF,0.085197
2026-03-01,SEK,AUD,0.155506
2026-03-01,SEK,CAD,0.151088
2026-03-01,SEK,NOK,1.053146
2026-03-01,SEK,SEK,1.0
2026-03-01,SEK,CNY,0.759418
2026-03-01,SEK,MXN,1.906784
2026-03-01,CNY,EUR,0.123509
2026-03-01,CNY,USD,0.145811
2026-03-01,CNY,GBP,0.1081
2026-03-01,CNY,JPY,22.754191
